2002798679	Chrome 3.0.193
2010863901	Opera Mini 3.1.8295/1684
2012818694	Mobile Safari 5.1.2
2013913469	SEMC Browser 4.0.3
2026585271	Chrome 10.0.649
2054056701	Polaris
2055644771	Chrome Mobile 31.0.1650
2067517294	Firefox 3.0.1
2069068884	Chrome 10.0.648
2071574199	Internet Explorer 6.0b
2073037446	Android Browser 5.0
2074096764	Opera Mini 1.1.4948/
2076949993	Chrome 2.0.156
2078206052	Safari 7.0.1
2078220604	UP.Browser 4.1.27
2078481689	Motorola MIB
2099717392	Chrome 22.0.1229
2100885014	Nokia S60 Browser 7.3.1
2102433840	Opera Mobile
2103480738	BlackBerry Browser 7.1.0
2104475062	Chrome 33.0.1712
2107189811	Opera Mobile 6.0
2113112203	Opera 9.23
2114306427	Opera Mobile 9.6
2118026924	Mobile Opera 7.11
2125319630	Safari 3.0.1
2125373764	Firefox 6.0.1
2128601133	Opera Mini 4.0.9749/230
2132011677	Opera Mini 4.1.15231/31
2138659795	Nokia S60 Browser 3.2.3
2141188027	Opera 9.22
2166259724	BlackBerry Browser 1.0.7
2169782016	Firefox 3.5.6
2171026904	Chrome 4.0.221
2178209349	UP.Browser 7.2.7
2178819307	Chrome 32.0.1700
2179835114	Opera Mini 3.1.7348/1724
2200146980	Mobile Safari 5.0.6
2219487394	Firefox 3.6.16
2219986381	Opera Mobile 8.65
2224246920	Opera Mini 4.2.23453/31
2234584124	Chrome 16.0.904
2234931701	Chrome 21.0.1174
2238221247	Opera 11.60
2248065855	Opera Mini 3.0.6560/1684
2248149812	Opera Mini 3.1.10423/1724
2250882683	Mobile Safari 3.0.4
2261751053	Nokia S60 Browser 2.8
2266039556	Firefox 6.0.2
2271053698	Chrome 7.0.500
2271173880	Internet Explorer Mobile 9.0
2275452466	Opera Mini 2.0.5477/1724
2276738881	Firefox 3.6.10
2292368100	Obigo Q03C
2293044361	Firefox 4.0.1
2294158749	Opera 9.52
2295717440	Opera Mobile 9.10
2298711681	Firefox 1.0.1
2299714782	Obigo Q04C1-1
2308772794	Firefox 16.0
2310032683	Chrome 0.3.154
2320814518	Firefox 10.0.2
2326378915	UC Browser 9.0.1
2328908628	Mobile Safari 4.1.3
2330828815	Firefox 21.0
2333153543	Mobile Safari 5.1
2337091284	Chrome 4.0.202
2347486109	Opera Mobile 8.50
2350098486	Opera Mobile 7.2
2358731594	Chrome 7.0.517
2365000134	Firefox 3.5.9
2367667173	Firefox 3.6.4
2376549713	Opera Mini 4.4.29476/31
2381576788	Chrome 20.0.1132
2389820539	Opera Mini 4.1.15082/31
2393968307	Opera Mini 3.1.7203/1684
2394306510	Firefox 3.0.6
2399845394	Chrome 30.0.1588
2408272704	Firefox 12.0
2415435580	Firefox 6.0
2415728839	Chrome 10.0.642
2420958306	Openwave
2422279584	Firefox 2.0.0
2423442092	Nokia S40 Browser
2431380821	Chrome 28.1.0
2440880287	Opera Mini 4.0.10031/230
2448096050	Firefox 3.6.18
2449235480	Firefox 14.0
2449636389	UP.Browser 6.2.2
2457229025	Motorola MIB BER2.2
2460820015	Chrome 11.0.698
2474940923	Opera Mini 7.1.32133/31
2480281760	Firefox 3.0.3
2480839573	Opera 9.00
2488370733	NetFront 3.1
2500553876	Opera Mini 2.0.5958/1396
2509304725	UP.Browser 3.1.04
2520712662	Chrome 9.0.597
2528186007	Nokia Browser
2536305666	Opera 9.51
2540083534	Opera Mini 3.0.6636/1724
2548165673	Firefox 3.6.13
2563647879	Chrome 10.0.601
2566191695	UP.Browser 4.1.26l
2576452532	Chrome 4.0.222
2577933352	SEMC Browser
2583124389	NetFront 3.4
2588647640	Opera 12.15
2590949392	Opera Mini 3.1.9746/1724
2595105659	Opera Mini 3.0.6306/1724
2600719112	Opera 12.16
2611240225	Mobile Safari 6.0.5
2611708826	Firefox 3.5.8
2616562986	UC Browser 7.9.3
2620787852	Motorola MIB 2.0
2621642772	Firefox 17.0
2626615935	Amazon Silk 1.1.0-80
2630525465	Opera Mini 6.1.26279/31
2655913538	Motorola MIB 2.2
2661327960	Safari
2662895994	Chrome 12.0.742
2668188796	Opera Mini 7.1.32249/31
2671429788	Chrome 3.0.198
2675657084	Internet Explorer Mobile 6.8
2678029568	UP.Browser 7.1
2687899098	Chrome 2.0.173
2692370701	Nokia S60 Browser 3.2
2697451533	Firefox 4.0b8
2715134025	Firefox 3.0.9
2717984860	Chrome 3.0.201
2736550777	Opera Mini 7.1.32179/30
2738320359	Chrome 13.0.767
2739994473	Firefox 3.6b5
2740149148	Internet Explorer Mobile 3.02
2746868620	Obigo Q7.0
2751732975	Chrome 26.0.1410
2753408692	Opera Mini 2.0.4719/1724
2765049629	Mobile Safari 5.1.1
2765170147	Opera 9.10
2768688597	Opera Mobile 9.1
2777188875	Chrome 1.0.154
2778366331	Firefox 3.6.19
2782164380	Mobile Opera 7.54
2787107734	UP.Browser 6.1.0
2795293865	Polaris 6.0
2797347689	Opera 11.62
2806255704	UP.Browser 7.1.0
2810630731	Mobile Safari 4.0.4
2818964019	Android Browser 4.1
2821610092	Chrome 28.0.1464
2840386741	Opera Mini 7.0.32584/31
2840475256	UC Browser 6.0
2849042838	Firefox 3.6.15
2859213247	Firefox 8.0
2865452546	Chrome 20.0.1096
2870389391	UP.Browser 4.1.22b
2873382589	UP.Browser 7.2.6
2877337973	Opera Mini 3.0.6560/1724
2879271089	Opera Mini 5.0
2888506017	Chrome 23.0.1271
2910064088	Chrome Mobile 28.0.1500
2911066830	Chrome 31.0.1650
2914146670	Obigo WAP 2.0
2914545856	Opera 8.50
2922691550	Opera Mini 1.2.3214/1724
2927510735	Opera Mini 7.5.33286/31
2928294717	Chrome 14.0.809
2934237885	Firefox 10.0.3
2960757198	Opera 12.10
2962771145	Firefox 3.0.1pre
2968883049	Chrome 31.0.1612
2972216568	Chrome 19.0.1062
2974103687	Nokia S40 Browser 3.1.0
2983608837	Opera Mini 4.1.13907/31
2985793786	UC Browser 8.6.1
2986609529	Mobile Opera 8.01
2996025579	Chrome 8.0.552
2997713117	NetFront 3.5.1
2998285410	Android Browser 3.0.4
3010103982	Opera Mini 3.1.9080/1724
3012325534	Obigo Q7.1
3012893049	MQQ Browser 4.3
3023914962	UP.Browser 5
3032547369	Firefox 3.6.28
3034524609	UP.Browser 6.2.3
3048632823	Opera Mini 4.2.18975/31
3055092402	Opera 9.02
3055993830	Firefox 3.5
3058529007	Opera Mini 2.0.7346/1724
3071443565	Firefox 15.0.1
3072007819	Opera 12.12
3079867648	UP.Browser 3.1.03
3080427823	Opera Mini 3.1.8295/1724
3090194940	Opera Mini 2.0.6530/1684
3091845207	Opera Mini 4.0.8462/209
3102184790	Chrome 3.0.197
3104991288	Opera Mini 2.0.4459/1724
3118857255	Nokia S40 Browser 3.2.0
3121370226	Chrome 32.0.1659
3127678858	Chrome 31.0.1621
3136562272	Opera Mini 4.2.17727/31
3141694087	Chrome 14.0.814
3144866797	UP.Browser CLDC
3146350343	NetFront Life
3150814281	Mozilla Firefox 30.0
3159271574	Nokia S60 Browser 3.1
3159845551	Firefox 3.6.2
3161628538	NetFront 3.3
3169318888	Chrome 33.0.1707
3169700150	Opera Mini 3.1.7196/1724
3175587682	Chrome 18.0.1025
3175763118	Firefox 20.0
3180607610	Chrome 2.0.182
3209822743	Chrome Mobile 29.0.1547
3223627873	Firefox 3.5b4
3229666081	Internet Explorer 5.01
3232413881	Opera Mobile 12.10
3234886948	Polaris 5.0
3236081534	Chrome 24.0.1312
3236122095	Mobile Safari 3.0.2
3246100098	NetFront 3.0.22
3251788833	Firefox 22.0
3258676642	Safari 4.0.3
3263792831	Opera Mini 2.0.6530/1724
3264447816	Chrome 3.0.195
3267871115	Internet Explorer 7.0b
3273057296	Nokia S60 Browser 3.0
3283675411	Opera Mini 1.1.3049/
3286620452	Chrome 12.0.733
3288804811	webOS Browser 1.0
3290808088	Opera 9.24
3291667212	Firefox 3.6.6
3292360686	Nokia S60 Browser 7.1.17125
3308902943	Opera 10.63
3314747117	Chrome 5.0.370
3322267122	Firefox 13.0.1
3332077930	Opera 9.27
3343750610	Opera Mini 4.0.9803/209
3351955274	Internet Explorer Mobile 7.0
3356018680	Obigo Q03C1.22
3360762353	Android Browser
3364161324	Opera 9.21
3367939435	Firefox 0.9.2
3371078722	Android Browser 3.1.2
3384924039	Mobile Safari 5.1.7
3385972708	Mozilla Firefox 29.0
3387060955	Opera Mini 7.1.32448/32
3390196537	Chrome 2.0.177
3409363196	Firefox 3.0.2
3411189651	Chrome 21.0.1205
3426246962	UP.Browser 5.0.3
3430961008	Opera Mini 5.0.19693/31
3446150930	Firefox 15.0a1
3451844917	Internet Explorer 5.50
3451948403	Mobile Opera 8.02
3452137911	Opera Mini 3.1.8004/1724
3457658151	Internet Explorer 2.0
3459360920	Opera Mobile 9.50
3465332851	UP.Browser 4.1.24f
3485198556	Opera 9.60
3496754410	Opera Mobile 8.5
3497865548	Firefox 3.03
3505132469	Opera Mini 7.5.32193/32
3506082749	Chrome 2.0.172
3506646295	Opera Mobile 8.6
3508330014	Opera Mini 1.2.2960/1684
3513267411	Internet Explorer Mobile 7.7
3514052599	UC Browser 7.9.4
3516346676	Firefox 3.0.11
3526015702	Opera Mini 3.1.7658/
3536513987	Firefox 2.0a1
3538590312	Opera Mobile 6.32
3547025932	Mobile Safari 5.1.4
3554423679	Firefox 10.0.7
3555101617	Firefox 24.0
3562996494	Obigo Q7.0-1.3
3572965941	Firefox 3.0.14
3577837205	Chrome 18.6.872
3580289070	UP.Browser 6.2
3583152246	Internet Explorer 8.0
3590085037	Obigo Q04C1-1.17
3595648079	UC Browser 9.2.4
3596558765	UP.Browser 4.1.26l1
3600993740	Nokia S40 Browser 2.3.0
3617720863	Firefox 10.0
3621622869	Opera Mini 4.4.31989/31
3622891840	Obigo Q05A1-3.12
3628578681	Mobile Safari 5.1.9
3629264963	Chrome 4.0.210
3631624598	Chrome 30.0.1599
3632979382	Opera Mini 4.0/119
3634269652	AOL Browser 9.0
3637149652	Chrome 12.0.712
3640809693	Opera 12.02
3641300160	UP.Browser 3.03
3654354587	Firefox 4.0b8pre
3657922508	Internet Explorer Mobile 8.12
3662992674	Mobile Safari 7.0
3666173336	Mobile Safari 3.1.1
3667209948	Mobile Safari 6.0.4
3670129938	Firefox 3.1b3
3672531253	Chrome 4.0.266
3674149106	Chrome 5.0.310
3675730739	Opera Mobile 6.20
3676143337	Internet Explorer Mobile 4.02
3678318058	Opera Mobile 7.60
3681807351	Firefox 3.0b5
3695582354	Chrome 10.0.613
3696364644	Obigo Q05A-3.12
3697296499	Mobile Safari 4.0.2
3717364665	Safari 3.2.2
3720888154	UC Browser 5.1
3722652912	Firefox 3.1b2pre
3726591063	Chrome 18.0.1010
3732761969	Internet Explorer 9.0
3747294273	Chrome 20.0.1207
3748892018	Firefox 10.0a4
3751357271	Opera Mobile 8.00
3768936513	Opera Mobile 9.7
3802530872	Chrome 19.0.1061
3803746892	UC Browser 2.0
3838562543	Firefox 1.5.0
3854400655	Mobile Opera 8.54
3860261269	Chrome 18.0
3862885857	Mobile Safari 5.0.2
3869478397	Internet Explorer Mobile 7.6
3873690640	Obigo WAP2.0MIDP
3884243321	Firefox 1.0.8
3897726704	Opera 9.25
3907078284	Firefox 9.0
3908271504	Chrome 25.0.1364
3909308094	Opera 12.11
3911242136	Firefox 3.6.21
3937141972	Internet Explorer 11.0
3939452961	AOL Browser 7.0
3941679800	Chrome 30.0.1568
3941704555	Dolphin 3.0
3955825415	Opera Mini 2.0.4730/1724
3963472024	Chrome 28.0.1500
3971501725	UP.Browser 6
3983028945	Chrome 14.0.825
3988757365	UP.Browser 4.1.22b2
3991467561	Mozilla Firefox 28.0
3997204670	Firefox 3.6.22
4008333032	Chrome 4.0.201
4011209027	Opera Mini 1.2.2960/1724
4023522254	Chrome 23.0.1255
4027585032	Opera Mini 1.1.7115/
4028540961	Firefox 2
4037356228	Opera Mini 7.1.32451/31
4045857619	UP.Browser 4.1.24c
4052128562	Internet Explorer Mobile 7.00
4057991717	Mobile Opera 8.51
4059132266	Nokia S60 Browser 0.9
4063552672	Firefox 5.0
4068948626	NetFront 3.0
4085488201	Mobile Safari 4.0
4095002200	Chrome 29.0.1530
4101391604	UP.Browser 5.0.1
4105297029	Mozilla Firefox 31.0
4113329219	Firefox 26.0
4121028687	Mobile Safari 5.1.8
4137019772	Opera Mini 3.1.8215/1724
4145577016	Nokia S60 Browser 7.4.1
4146378960	Chrome 14.0.802
4156122937	Opera Mini 7.1.32052/31
4159538852	Opera Mini 7.5.32193/31
4169779178	Nokia S60 Browser 7.1.13841
4172830470	Firefox 1.9.0
4190597695	UP.Browser 4.1.22b1
4198347468	UP.Browser 4
4213621571	Opera Mini 4.2.14912/31
4238129661	Opera Mini 6.0.25598/31
4239406121	Chrome Mobile 23.0.1271
4242108068	Opera Mini 4.0.10269/
4263334456	Opera Mini 1.1.4821/
4268156303	Nokia S40 Browser 2.0.1
4268776155	Chrome 5.0.342
4272605170	Opera Mini 3.0.6540/1724
4294750923	Opera Mobile 9.70
